date,open,high,low,close,volume,average,barCount
2025-10-08 08:41:00-04:00,4.54,4.54,4.54,4.54,400.0,4.54,4
2025-10-08 08:42:00-04:00,4.54,4.54,4.54,4.54,1200.0,4.54,11
2025-10-08 08:43:00-04:00,4.54,4.54,4.54,4.54,0.0,4.54,0
2025-10-08 08:44:00-04:00,4.54,4.54,4.54,4.54,0.0,4.54,0
2025-10-08 08:45:00-04:00,4.54,4.54,4.54,4.54,0.0,4.54,0
2025-10-08 08:46:00-04:00,4.55,4.55,4.55,4.55,179.0,4.55,1
2025-10-08 08:47:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:48:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:49:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:50:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:51:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:52:00-04:00,4.55,4.55,4.55,4.55,0.0,4.55,0
2025-10-08 08:53:00-04:00,4.56,4.56,4.56,4.56,1000.0,4.56,2
2025-10-08 08:54:00-04:00,4.5697,4.5697,4.5697,4.5697,1200.0,4.5697,1
2025-10-08 08:55:00-04:00,4.57,4.57,4.57,4.57,2000.0,4.57,1
2025-10-08 08:56:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 08:57:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 08:58:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 08:59:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:00:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:01:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:02:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:03:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:04:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:05:00-04:00,4.56,4.56,4.56,4.56,320.0,4.56,1
2025-10-08 09:06:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:07:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:08:00-04:00,4.57,4.57,4.57,4.57,500.0,4.57,1
2025-10-08 09:09:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:10:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:11:00-04:00,4.57,4.57,4.57,4.57,0.0,4.57,0
2025-10-08 09:12:00-04:00,4.56,4.56,4.56,4.56,3600.0,4.56,2
2025-10-08 09:13:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:14:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:15:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:16:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:17:00-04:00,4.56,4.56,4.56,4.56,0.0,4.56,0
2025-10-08 09:18:00-04:00,4.57,4.57,4.57,4.57,5000.0,4.57,1
2025-10-08 09:19:00-04:00,4.56,4.57,4.56,4.57,4900.0,4.56959,23
2025-10-08 09:20:00-04:00,4.58,4.58,4.58,4.58,200.0,4.58,2
2025-10-08 09:21:00-04:00,4.58,4.5899,4.58,4.5899,1900.0,4.58057,9
2025-10-08 09:22:00-04:00,4.59,4.59,4.58,4.5897,960.0,4.58483,5
2025-10-08 09:23:00-04:00,4.59,4.59,4.5897,4.5897,1735.0,4.58978,2
2025-10-08 09:24:00-04:00,4.59,4.59,4.59,4.59,400.0,4.59,2
2025-10-08 09:25:00-04:00,4.59,4.72,4.59,4.62,31670.0,4.66233,101
2025-10-08 09:26:00-04:00,4.62,4.62,4.62,4.62,0.0,4.62,0
2025-10-08 09:27:00-04:00,4.69,4.69,4.69,4.69,210.0,4.69,1
2025-10-08 09:28:00-04:00,4.68,4.68,4.62,4.62,2100.0,4.64286,5
2025-10-08 09:29:00-04:00,4.62,4.66,4.6,4.6,3333.0,4.6294,8
2025-10-08 09:30:00-04:00,4.64,4.69,4.58,4.6663,152371.0,4.61915,211
2025-10-08 09:31:00-04:00,4.65,4.72,4.6405,4.6862,47083.0,4.69093,135
2025-10-08 09:32:00-04:00,4.69,4.74,4.65,4.73,72832.0,4.70248,157
